User's Name:	
Sample Code:	
Date and Time:	04/11/2021 10:26
Current:	100(mA)
Time:	3(s)
Sampling Interval:	500(ms)
t1:	0.239(s)
t2:	0.239(s)
Sample Area:	20.428(cm^2)
Free Tin:	0.0(g m^-2)
Alloy Tin:	0.0(g m^-2)
Total Tin:	0.0(g m^-2)

time (s)   voltage (V)
0	-0.120698733159724
0.5	-0.118195069261336
1	-0.120389591733246
1.5	-0.119614829886641
2	-0.119004180155327
2.5	-0.121637607121619
3	-0.12094680961307
